name,accuracy,f1-score,precision,recall
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_0,0.7597,0.758,0.7615,0.7579
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_100,0.784,0.7822,0.7852,0.7833
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_200,0.8024,0.7997,0.8012,0.801
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_300,0.8066,0.8038,0.8051,0.8065
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_400,0.8056,0.8037,0.8064,0.8055
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_500,0.7919,0.7893,0.7933,0.7915
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_600,0.7948,0.7918,0.7934,0.7935
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_700,0.7922,0.7891,0.7944,0.7891
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_800,0.7856,0.7822,0.7852,0.7837
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_900,0.7876,0.7839,0.7859,0.7849
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1000,0.8122,0.8094,0.8123,0.8106
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1100,0.807,0.8041,0.8075,0.8049
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1200,0.8004,0.7976,0.8022,0.798
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1300,0.8076,0.8046,0.8072,0.8062
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1400,0.8047,0.8019,0.8047,0.8032
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1500,0.8043,0.8016,0.804,0.8036
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1600,0.7889,0.7861,0.7931,0.7878
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1700,0.7974,0.7957,0.8024,0.7973
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1800,0.7873,0.7859,0.7948,0.7868
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_1900,0.7856,0.7859,0.7988,0.785
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2000,0.7807,0.781,0.7969,0.7795
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2100,0.7761,0.7785,0.7968,0.7738
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2200,0.784,0.7871,0.8045,0.7831
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2300,0.7669,0.7713,0.7965,0.7654
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2400,0.7495,0.7565,0.7889,0.7466
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2500,0.7262,0.7354,0.7732,0.7232
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2600,0.6924,0.7115,0.7608,0.6909
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2700,0.655,0.6806,0.7399,0.6528
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2800,0.629,0.6651,0.7433,0.6281
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_2900,0.5936,0.6401,0.7329,0.5948
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3000,0.5374,0.5932,0.7104,0.5392
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3100,0.5007,0.5638,0.7038,0.5031
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3200,0.4511,0.5168,0.6794,0.4519
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3300,0.4058,0.4718,0.6461,0.408
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3400,0.3743,0.4442,0.6438,0.3735
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3500,0.3293,0.3991,0.6272,0.3279
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3600,0.3007,0.3704,0.6223,0.2995
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3700,0.2672,0.3349,0.5892,0.2668
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3800,0.2416,0.306,0.5695,0.2408
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_3900,0.2134,0.272,0.5052,0.2155
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_4000,0.2026,0.2604,0.5301,0.2049
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_4100,0.1914,0.2467,0.5294,0.1925
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_4200,0.172,0.2223,0.4783,0.1747
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_4300,0.1753,0.2295,0.4989,0.1784
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_4400,0.1586,0.2085,0.4829,0.1624
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_500_100_4500,0.152,0.1942,0.4371,0.1547
