name,accuracy,f1-score,precision,recall
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_0,0.8677,0.8661,0.8677,0.867
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_100,0.872,0.8702,0.8724,0.8708
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_200,0.8769,0.8741,0.8759,0.8747
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_300,0.8713,0.8687,0.8712,0.87
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_400,0.8772,0.875,0.8773,0.8759
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_500,0.8802,0.8778,0.8791,0.8789
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_600,0.8772,0.8746,0.8768,0.8752
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_700,0.8749,0.873,0.8748,0.8737
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_800,0.869,0.8671,0.8696,0.868
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_900,0.8661,0.8636,0.8649,0.8647
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1000,0.8766,0.8737,0.8747,0.8746
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1100,0.8746,0.8714,0.873,0.8728
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1200,0.868,0.8648,0.8657,0.8663
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1300,0.8802,0.8781,0.8792,0.8794
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1400,0.8762,0.873,0.876,0.8751
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1500,0.8723,0.8693,0.8712,0.8716
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1600,0.8654,0.8634,0.8669,0.8649
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1700,0.8559,0.8546,0.8616,0.8553
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1800,0.8552,0.8548,0.8631,0.8551
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1900,0.8477,0.8485,0.8619,0.8473
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2000,0.8464,0.8493,0.8674,0.8457
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2100,0.8349,0.8381,0.8571,0.8338
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2200,0.8204,0.8246,0.8455,0.819
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2300,0.8139,0.8194,0.8444,0.8119
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2400,0.7961,0.8057,0.8373,0.7938
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2500,0.7712,0.7845,0.8222,0.7698
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2600,0.7351,0.7573,0.8102,0.7327
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2700,0.7072,0.7349,0.8023,0.7055
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2800,0.6756,0.7162,0.7976,0.6744
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2900,0.6376,0.6886,0.7912,0.6396
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3000,0.567,0.6248,0.7468,0.5685
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3100,0.5187,0.5851,0.7234,0.5214
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3200,0.4898,0.5671,0.736,0.4929
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3300,0.435,0.5097,0.6992,0.4369
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3400,0.3963,0.4738,0.6852,0.3957
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3500,0.3529,0.4297,0.6638,0.3527
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3600,0.3267,0.4074,0.6821,0.3258
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3700,0.2974,0.378,0.6702,0.2974
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3800,0.2636,0.3392,0.6332,0.2659
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3900,0.2485,0.3208,0.6048,0.2498
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_4000,0.2249,0.2945,0.5795,0.2282
