name,accuracy,f1-score,precision,recall
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_0,0.4777,0.4793,0.4958,0.4744
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_100,0.3224,0.3227,0.3336,0.3205
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_200,0.3976,0.3961,0.4021,0.3962
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_300,0.4833,0.4849,0.4966,0.4825
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_400,0.4563,0.4548,0.4649,0.4543
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_500,0.4534,0.4562,0.4738,0.4522
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_600,0.4324,0.4314,0.4409,0.4307
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_700,0.4035,0.4051,0.4162,0.4031
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_800,0.4012,0.4016,0.4142,0.4002
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_900,0.4074,0.4094,0.4245,0.4046
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1000,0.4183,0.4197,0.4356,0.4157
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1100,0.4337,0.4312,0.441,0.4299
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1200,0.4429,0.4424,0.457,0.4388
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1300,0.4613,0.4622,0.4778,0.4574
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1400,0.4695,0.4703,0.4899,0.4652
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1500,0.4718,0.4705,0.4868,0.4697
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1600,0.4494,0.4477,0.4626,0.446
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1700,0.433,0.4356,0.4586,0.4313
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1800,0.4087,0.4102,0.429,0.4072
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_1900,0.4166,0.416,0.4344,0.416
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2000,0.4173,0.4207,0.4488,0.4168
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2100,0.4192,0.4296,0.4668,0.4157
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2200,0.4343,0.4369,0.4649,0.4314
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2300,0.4363,0.4373,0.4641,0.4344
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2400,0.4419,0.4429,0.4727,0.4373
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2500,0.4087,0.4136,0.4499,0.4056
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2600,0.411,0.4179,0.4647,0.4084
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2700,0.3769,0.3855,0.4335,0.3737
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2800,0.3667,0.3819,0.4369,0.3663
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_2900,0.3418,0.3578,0.4197,0.3409
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3000,0.3024,0.327,0.4178,0.3031
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3100,0.2764,0.3035,0.3861,0.2767
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3200,0.2449,0.2758,0.3875,0.2481
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3300,0.2272,0.2574,0.3642,0.2287
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3400,0.2121,0.2395,0.3572,0.2131
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3500,0.1884,0.2173,0.3529,0.1858
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3600,0.1684,0.1929,0.3407,0.1655
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3700,0.1573,0.1885,0.3411,0.1579
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3800,0.1356,0.1572,0.3273,0.1331
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_3900,0.1225,0.1435,0.2854,0.1226
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4000,0.1142,0.1332,0.2683,0.1151
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4100,0.1064,0.1253,0.2675,0.1064
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4200,0.1031,0.1226,0.2872,0.1046
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4300,0.1001,0.1169,0.274,0.101
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4400,0.0913,0.1049,0.2131,0.0922
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4500,0.0913,0.1046,0.2243,0.0921
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4600,0.0972,0.1142,0.2522,0.0978
tcpwindow_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_100_100_4700,0.0873,0.0986,0.2228,0.0881
