name,accuracy,f1-score,precision,recall
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_0,0.8437,0.8398,0.8435,0.8413
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_100,0.8109,0.8082,0.8123,0.8087
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_200,0.8043,0.7996,0.8053,0.8014
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_300,0.781,0.7775,0.7819,0.779
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_400,0.7715,0.7691,0.7726,0.7709
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_500,0.7574,0.7525,0.7577,0.7556
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_600,0.7315,0.729,0.7348,0.7312
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_700,0.7203,0.7178,0.7201,0.7201
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_800,0.7229,0.7189,0.7217,0.721
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_900,0.7351,0.7301,0.7309,0.7328
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1000,0.7282,0.7253,0.7308,0.7261
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1100,0.7456,0.7417,0.7452,0.7442
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1200,0.7475,0.7449,0.7495,0.7472
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1300,0.7298,0.7258,0.7305,0.7281
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1400,0.7341,0.7311,0.7351,0.7342
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1500,0.7055,0.7027,0.708,0.7055
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1600,0.7318,0.7281,0.7341,0.7302
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1700,0.7193,0.7169,0.7266,0.7207
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1800,0.716,0.7144,0.7265,0.7145
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_1900,0.6655,0.6634,0.6786,0.6653
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2000,0.694,0.6943,0.7118,0.6927
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2100,0.6802,0.6808,0.7025,0.6797
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2200,0.6674,0.6688,0.6934,0.6672
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2300,0.6481,0.6495,0.6771,0.6486
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2400,0.6257,0.63,0.6594,0.6236
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2500,0.5791,0.5851,0.621,0.5793
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2600,0.5647,0.5734,0.6194,0.5642
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2700,0.566,0.5846,0.64,0.5647
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2800,0.5177,0.5459,0.6207,0.5187
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_2900,0.4708,0.5026,0.5844,0.4713
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3000,0.4045,0.4439,0.5417,0.4079
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3100,0.3552,0.3976,0.5044,0.3588
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3200,0.3089,0.3495,0.4632,0.3132
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3300,0.2745,0.3148,0.4348,0.278
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3400,0.2456,0.2881,0.4242,0.2476
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3500,0.2239,0.2645,0.4087,0.2245
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3600,0.1842,0.2165,0.3564,0.1858
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3700,0.1655,0.1992,0.3492,0.1689
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3800,0.1671,0.2033,0.369,0.1693
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_3900,0.15,0.1777,0.3184,0.1508
iplen_token_bigru_5000_64_50_0.001_512_256_3_0.3_256_128_1000_100_4000,0.1349,0.161,0.2858,0.1371
