name,accuracy,f1-score,precision,recall
iplen_token_bigru_1000_64_50_0.001_512_256_3_0.3_256_128,0.8833,0.882,0.8898,0.883
iplen_token_bigru_1000_64_50_0.001_512_256_3_0.3_256_128,0.8215,0.8076,0.8251,0.8205
iplen_token_bigru_1000_64_50_0.001_512_256_3_0.3_256_128,0.7952,0.7799,0.7961,0.7941
