name,accuracy,f1-score,precision,recall
ipproto_quantile_gru_500_32_5_0.001_128_128_3_0.3_128_128,0.0141,0.0006,0.0003,0.02
ipproto_quantile_bigru_500_32_5_0.001_128_128_3_0.3_128_128,0.0141,0.0006,0.0003,0.02
ipproto_quantile_lstm_500_32_5_0.001_128_128_3_0.3_128_128,0.0141,0.0006,0.0003,0.02
ipproto_quantile_bilstm_500_32_5_0.001_128_128_3_0.3_128_128,0.0158,0.0006,0.0003,0.02
ipproto_quantile_rnn_500_32_5_0.001_128_128_3_0.3_128_128,0.0158,0.0006,0.0003,0.02
ipproto_quantile_birnn_500_32_5_0.001_128_128_3_0.3_128_128,0.0158,0.0006,0.0003,0.02
