name,accuracy,f1-score,precision,recall
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_0,0.8296,0.8413,0.8642,0.8292
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_100,0.512,0.5438,0.597,0.5127
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_200,0.3537,0.3978,0.5067,0.3518
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_300,0.1724,0.1999,0.3125,0.1719
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_400,0.0714,0.0864,0.1974,0.0716
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_500,0.094,0.1225,0.3322,0.0947
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_600,0.0899,0.1178,0.3223,0.0911
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_700,0.0892,0.1145,0.2631,0.0901
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_800,0.0515,0.0623,0.1502,0.0526
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_900,0.0778,0.0956,0.2188,0.0782
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1000,0.0525,0.0644,0.1703,0.0538
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1100,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1200,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1300,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1400,0.0288,0.0275,0.0652,0.0291
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1500,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1600,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1700,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1800,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_1900,0.0436,0.0447,0.0906,0.0446
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2000,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2100,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2200,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2300,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2400,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2500,0.0338,0.0257,0.0406,0.0339
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2600,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2700,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2800,0.0102,0.0002,0.0001,0.011
iplen_token_bigru_3000_64_50_0.001_512_256_3_0.3_256_128_100_100_2900,0.0102,0.0002,0.0001,0.011
